Year,Make,Model,Condition,Price,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2022,Honda,Accord Sport 1.5T,New,"$30,075 ",NA118117,15,5,5,5,5,5,5,NJ,Dealer
2023,Honda,Odyssey Touring,New,"$46,290 ",223106,5,5,5,4,4,4,5,NJ,Dealer
2022,Honda,CR-V EX,New,"$31,635 ",226208,3630,4.9,4.8,4.7,4.8,4.7,4.9,NJ,Dealer
2019,Honda,Passport EX-L,Used,"$27,487 ",S2874-C,58339,4.8,4.7,4.7,4.6,4.7,4.8,MA,Dealer
2022,Honda,Accord Sport 1.5T,New,"$27,423 ",H221156,11,5,5,5,5,5,5,MA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,447 ",PE001634,5,5,3,4,4,5,5,MA,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$35,234 ",PH801891,76,5,3,4,4,5,5,MA,Dealer
2007,Honda,Accord EX-L,Used,"$8,888 ",7A080948,102405,4.5,4.4,4.5,4.6,4.4,4.7,ME,Dealer
2022,Honda,Civic EX,New,"$26,645 ",C228081,65,4.6,4.9,4.4,4.6,4.6,4.7,CA,Dealer
2022,Honda,Passport Elite,New,"$44,189 ",C229805,0,5,5,4.9,5,4.9,5,CA,Dealer
2022,Honda,Pilot Elite,New,"$52,060 ",59923,4,5,5,5,5,5,5,CA,Dealer
2022,Honda,Passport TrailSport,Used,"$42,799 ",7151U,3285,5,5,4.9,5,4.9,5,,
2022,Honda,Insight Touring,Honda Certified,"$33,500 ",D22-898A,21924,,,,,,,CA,Dealer
2021,Honda,Odyssey EX-L,Honda Certified,"$34,694 ",25B12010,30581,5,5,4.9,4.8,4.8,5,CA,Dealer
2020,Honda,Accord Touring,Used,"$28,773 ",S7918,53122,4.8,4.8,4.8,4.8,4.9,4.9,UT,Dealer
2023,Honda,CR-V EX-L,New,"$37,055 ",46784,5,5,5,5,4,4,5,AZ,Dealer
2022,Honda,Pilot EX-L,New,"$43,605 ",H22289,–,5,5,5,5,5,5,CO,Dealer
2023,Honda,Pilot Elite,New,"$53,830 ",2H30310,1,,,,,,,CO,Dealer
2023,Honda,Pilot Elite,New,"$53,830 ",2H30301,1,,,,,,,CO,Dealer
2015,Honda,Crosstour EX-L,Used,"$18,998 ",MFL003053,95435,4.7,4.8,4.6,4.5,4.7,4.8,ID,Dealer
2004,Honda,CR-V LX,Used,"$9,995 ",P4C019966,95349,4.4,4.3,4.4,4.7,4.4,4.6,WA,Dealer
2022,Honda,Pilot Special Edition,New,"$44,600 ",HN236,5,5,5,5,5,5,5,OK,Dealer
2023,Honda,Pilot Elite,New,"$54,235 ",PB005351,10,,,,,,,TX,Dealer
2018,Honda,HR-V EX-L w/Navigation,Used,"$22,984 ",703679U,36223,4.7,4.5,4.7,4.6,4.8,4.8,TX,Dealer
2022,Honda,Pilot EX-L,New,"$40,614 ",H038031,5,5,5,5,5,5,5,TX,Dealer
2017,Honda,Pilot EX-L,Used,"$21,998 ",23680264,109088,4.8,4.7,4.7,4.6,4.7,4.7,TX,Dealer
2023,Honda,Ridgeline RTL,New,"$43,470 ",D017643,11,5,4.8,4.8,4.2,5,5,KS,Dealer
2023,Honda,Ridgeline RTL,New,"$45,975 ",H017757,5,5,4.8,4.8,4.2,5,5,KS,Dealer
2022,Honda,Pilot Sport,New,"$39,770 ",H039170R,5,5,5,5,5,5,5,KS,Dealer
2023,Honda,Pilot TrailSport,New,"$51,845 ",A7001860,5,,,,,,,MO,Dealer
2023,Honda,Pilot TrailSport,New,"$51,845 ",H23119,2,,,,,,,MO,Dealer
2022,Honda,Pilot Sport,New,"$39,770 ",H22798,12,5,5,5,5,5,5,MO,Dealer
2022,Honda,Pilot Sport,New,"$39,770 ",H22799,7,5,5,5,5,5,5,MO,Dealer
2022,Honda,Pilot Special Edition,New,"$44,600 ",H22781,2,5,5,5,5,5,5,MO,Dealer
2010,Honda,Accord Crosstour EX-L,Used,"$7,983 ",AL002821,174121,4.7,4.6,4.7,4.6,4.6,4.8,TX,Dealer
2014,Honda,CR-V LX,Used,"$16,990 ",2002102800,83263,4.5,4.5,4.5,4.5,4.6,4.7,,
2022,Honda,HR-V EX,Used,"$28,885 ",L3043,9496,3.8,3.2,3.6,3.6,4.2,4.2,LA,Dealer
2014,Honda,CR-V EX-L,Used,"$15,000 ",53343A,101529,4.5,4.5,4.5,4.5,4.6,4.7,MO,Dealer
2023,Honda,Odyssey Sport,New,"$45,045 ",233954,12,5,5,4,4,4,5,LA,Dealer
2021,Honda,Pilot Elite,Used,"$45,998 ",23492977,14031,4.9,4.8,4.8,4.7,4.7,4.8,MS,Dealer
2022,Honda,CR-V EX,Used,"$32,244 ",NE012819P,11408,4.9,4.8,4.7,4.8,4.7,4.9,WI,Dealer
2023,Honda,Ridgeline RTL,New,"$43,755 ",E9810,1250,5,4.8,4.8,4.2,5,5,IL,Dealer
2023,Honda,Pilot Elite,New,"$53,375 ",S12347,4,,,,,,,IL,Dealer
2023,Honda,CR-V EX-L,New,"$36,900 ",H30071,5,5,5,5,4,4,5,IL,Dealer
2023,Honda,Ridgeline RTL,New,"$41,970 ",PB010046,6,5,4.8,4.8,4.2,5,5,WI,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",21378,3,5,5,5,5,5,5,IL,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",R19362,17,5,3,4,4,5,5,IL,Dealer
2023,Honda,Odyssey Elite,New,"$50,765 ",C17596,1,5,5,4,4,4,5,IL,Dealer
2016,Honda,Odyssey EX-L,Used,"$22,888 ",9378,78010,4.8,4.6,4.7,4.6,4.7,4.8,TN,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",H22847,10,5,5,5,5,5,5,AL,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",A20647,7,5,5,5,5,5,5,IN,Dealer
2023,Honda,Accord EX,New,"$30,705 ",2AC1063,10,,,,,,,IN,Dealer
2023,Honda,HR-V LX,New,"$25,045 ",2HR1323,10,4,5,4,5,5,5,IN,Dealer
2022,Honda,Accord Sport,New,"$30,470 ",2AC2502,10,5,5,5,5,5,5,IN,Dealer
2021,Honda,Ridgeline Sport,Honda Certified,"$35,199 ",FJ0085A,11632,4.9,4.7,4.7,4.5,4.9,4.6,KY,Dealer
2023,Honda,Odyssey Elite,New,"$50,965 ",11223,–,5,5,4,4,4,5,OH,Dealer
2017,Honda,CR-V EX-L,Used,"$21,800 ",E220769A,96618,4.8,4.8,4.7,4.7,4.8,4.8,OH,Dealer
2022,Honda,Accord Hybrid Sport,Used,"$30,689 ",NA016600,19964,4.9,5,5,4.9,4.9,5,GA,Dealer
2022,Honda,Insight Touring,Used,"$34,998 ",23717672,7682,,,,,,,TN,Dealer
2023,Honda,Ridgeline RTL,New,"$43,470 ",H23068,–,5,4.8,4.8,4.2,5,5,OH,Dealer
2023,Honda,Civic Si Base,New,"$29,650 ",PH471636,20,,,,,,,GA,Dealer
2023,Honda,CR-V EX-L,New,"$35,055 ",PE000574,22,5,5,5,4,4,5,GA,Dealer
2023,Honda,Ridgeline RTL-E,New,"$45,595 ",237003,4,5,4.8,4.8,4.2,5,5,MI,Dealer
2023,Honda,CR-V EX,New,"$34,250 ",QG23243,0,5,5,5,4,4,5,GA,Dealer
2022,Honda,Accord Hybrid Touring,Used,"$33,000 ",1133,38310,4.9,5,5,4.9,4.9,5,GA,Dealer
2020,Honda,Passport Sport,Honda Certified,"$31,499 ",23-0118C,16810,4.9,4.8,4.8,4.6,4.8,4.8,OH,Dealer
2018,Honda,Civic EX,Used,"$22,998 ",23598676,56787,4.7,4.7,4.8,4.8,4.9,4.8,SC,Dealer
2015,Honda,Odyssey Touring Elite,Used,"$16,495 ",V27132B,129243,4.8,4.6,4.7,4.6,4.7,4.8,SC,Dealer
2022,Honda,Pilot Sport,New,"$41,770 ",H4128,3,5,5,5,5,5,5,NC,Dealer
2022,Honda,Pilot EX-L,New,"$41,605 ",H4129,1,5,5,5,5,5,5,NC,Dealer
2023,Honda,Ridgeline Black Edition,New,"$53,215 ",Q09216,8,5,4.8,4.8,4.2,5,5,NC,Dealer
2022,Honda,Accord Hybrid Sport,New,"$30,165 ",N101771,0,4.9,5,5,4.9,4.9,5,NC,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",H800676,–,5,3,4,4,5,5,FL,Dealer
2017,Honda,HR-V EX-L w/Navigation,Used,"$16,388 ",B041402A,96759,4.6,4.4,4.4,4.5,4.7,4.7,FL,Dealer
2023,Honda,HR-V LX,New,"$26,545 ",H4899,3,4,5,4,5,5,5,NY,Dealer
2020,Honda,Civic Si Base,Used,"$25,190 ",LH705463L,24902,4.8,4.8,4.8,4.8,4.9,4.9,NY,Dealer
2022,Honda,Pilot Special Edition,New,"$44,205 ",NB103398,1,5,5,5,5,5,5,FL,Dealer
2022,Honda,Pilot Sport,New,"$41,375 ",CHS222147,3,5,5,5,5,5,5,NC,Dealer
2022,Honda,Pilot EX-L,New,"$42,000 ",CHS222026,17,5,5,5,5,5,5,NC,Dealer
2015,Honda,Civic EX,Used,"$16,298 ",P20800,71839,4.6,4.6,4.6,4.7,4.6,4.8,VA,Dealer
2023,Honda,CR-V EX-L,New,"$40,440 ",Q10107,0,5,5,5,4,4,5,NC,Dealer
2020,Honda,Pilot Elite,Used,"$34,956 ",TRQ230318A,55951,4.6,4.5,4.2,4.1,4.5,4.1,NY,Dealer
2023,Honda,Ridgeline RTL-E,New,"$43,420 ",PB007590,3,5,4.8,4.8,4.2,5,5,VA,Dealer
2022,Honda,Odyssey EX-L,Used,"$40,998 ",23908377,13325,4.3,4.4,4.3,4.1,4.3,4.3,VA,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",NA037312,0,4.9,5,5,4.9,4.9,5,VA,Dealer
2023,Honda,Pilot Sport,New,"$41,645 ",35582,5,,,,,,,VA,Dealer
2022,Honda,Pilot Sport,New,"$41,375 ",NB090837,10,5,5,5,5,5,5,VA,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",58089,14,5,5,5,5,5,5,VA,Dealer
2023,Honda,HR-V EX-L,New,"$29,145 ",51563,–,4,5,4,5,5,5,MD,Dealer
2022,Honda,Accord Sport SE,New,"$31,960 ",H20809,0,5,5,5,5,5,5,MD,Dealer
2006,Honda,CR-V EX,Used,"$11,995 ",A6258,43269,4.5,4.3,4.4,4.6,4.5,4.7,MD,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",23897,7,4.9,5,5,4.9,4.9,5,NY,Dealer
2022,Honda,Passport Elite,Used,"$41,271 ",22326A,11889,5,5,4.9,5,4.9,5,MD,Dealer
2019,Honda,Insight LX,Used,"$20,498 ",E010366,25451,4.6,4.8,4.5,4.7,4.8,4.8,FL,Dealer
2019,Honda,CR-V LX,Used,"$20,490 ",P51623A,46988,4.8,4.8,4.7,4.7,4.8,4.8,FL,Dealer
2023,Honda,Ridgeline Black Edition,New,"$47,920 ",PB001362,1,5,4.8,4.8,4.2,5,5,PA,Dealer
2021,Honda,Clarity Plug-In Hybrid Base,Honda Certified,"$27,900 ",H24449,17484,,,,,,,NJ,Dealer
2022,Honda,HR-V Sport,New,"$26,545 ",225996,10,3.8,3.2,3.6,3.6,4.2,4.2,NJ,Dealer
2021,Honda,Accord Sport 1.5T,Honda Certified,"$26,899 ",CUP21896,10547,4.9,4.8,4.8,4.8,4.9,4.8,NY,Dealer
2023,Honda,Pilot Elite,New,"$53,375 ",PB004072,3,,,,,,,NJ,Dealer
2023,Honda,Pilot Touring,New,"$49,895 ",42152-38,–,,,,,,,NY,Dealer
2022,Honda,Civic Sport,Used,"$23,942 ",S530982,2617,4.6,4.9,4.4,4.6,4.6,4.7,NY,Dealer
2017,Honda,Civic EX,Used,"$17,794 ",213325RA,68388,4.7,4.7,4.8,4.8,4.8,4.8,NY,Dealer
2019,Honda,Odyssey Elite,Used,"$35,000 ",42477A,63697,4.8,4.6,4.5,4.3,4.7,4.5,VT,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,420 ",230010,8,5,4.8,4.8,4.2,5,5,CT,Dealer
2019,Honda,Passport Sport,Honda Certified,"$26,977 ",HWP3718A,34635,4.8,4.7,4.7,4.6,4.7,4.8,RI,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",2205080,8,5,5,5,5,5,5,MA,Dealer
2023,Honda,Pilot EX-L 8-Passenger,New,"$45,345 ",HH153113,101,,,,,,,ME,Dealer
2022,Honda,Accord Sport SE,New,"$31,960 ",821511,6,5,5,5,5,5,5,CA,Dealer
2022,Honda,Pilot Sport,New,"$39,770 ",101985,2,5,5,5,5,5,5,CA,Dealer
2019,Honda,Civic Si Base,Used,"$24,497 ",AP195B,56515,4.7,4.8,4.7,4.8,4.8,4.9,NV,Dealer
2014,Honda,Accord EX-L,Used,"$16,990 ",2002068119,100560,4.6,4.6,4.6,4.6,4.7,4.8,,
2014,Honda,Pilot EX-L w/ Navigation,Used,"$25,998 ",23689076,47034,4.7,4.6,4.6,4.6,4.5,4.7,CA,Dealer
2022,Honda,Pilot TrailSport,New,"$43,485 ",182033,12,5,5,5,5,5,5,AZ,Dealer
2023,Honda,Civic Si,New,"$34,195 ",230244,0,,,,,,,AZ,Dealer
2023,Honda,Pilot TrailSport,New,"$52,834 ",230342,8,,,,,,,AZ,Dealer
2015,Honda,Pilot EX,Used,"$15,499 ",25292,102959,4.8,4.7,4.7,4.8,4.6,4.9,AZ,Dealer
2019,Honda,Civic Sport,Used,"$20,382 ",KU214990T,44480,4.8,4.8,4.9,4.8,4.9,4.9,OR,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",NB090621,9,5,5,5,5,5,5,OR,Dealer
2020,Honda,Ridgeline Sport,Used,"$35,500 ",31479,10986,4.8,4.7,4.6,4.5,4.7,4.7,CO,Dealer
2022,Honda,CR-V EX-L,Used,"$31,986 ",34853,6735,4.9,4.8,4.7,4.8,4.7,4.9,TX,Dealer
2022,Honda,Pilot TrailSport,New,"$46,104 ",22038,6,5,5,5,5,5,5,OK,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",HN214,5,5,5,5,5,5,5,OK,Dealer
2016,Honda,Civic EX,Used,"$20,988 ",U57459A,41792,4.6,4.6,4.6,4.6,4.8,4.6,TX,Dealer
2022,Honda,Pilot Special Edition,New,"$44,600 ",N102099,4,5,5,5,5,5,5,KS,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$35,641 ",PH803703,12,5,3,4,4,5,5,TX,Dealer
2023,Honda,Odyssey Sport,New,"$42,291 ",PB030447,10,5,5,4,4,4,5,TX,Dealer
2022,Honda,Pilot Special Edition,New,"$44,205 ",H2384,–,5,5,5,5,5,5,KS,Dealer
2022,Honda,Civic Si Base,Used,"$29,991 ",NH473850T,12790,4.2,4,4.5,4.2,4.5,5,TX,Dealer
2023,Honda,Civic Sport,New,"$25,745 ",75152,6,,,,,,,TX,Dealer
2023,Honda,HR-V EX-L,New,"$29,195 ",PM727703,5,4,5,4,5,5,5,TX,Dealer
2022,Honda,CR-V Hybrid EX-L,Honda Certified,"$35,995 ",NL026869,8645,4.6,4.9,4.5,4.6,4.8,4.7,TX,Dealer
2014,Honda,CR-Z Base,Used,"$14,295 ",W29008A,67211,4.5,4.7,4.3,4.6,4.8,4.9,MN,Dealer
2023,Honda,CR-V EX-L,New,"$37,510 ",H13521,1,5,5,5,4,4,5,IA,Dealer
2019,Honda,Odyssey EX-L,Used,"$36,494 ",P292136,18158,4.8,4.6,4.5,4.3,4.7,4.5,MN,Dealer
2023,Honda,CR-V EX-L,New,"$37,510 ",230444,–,5,5,5,4,4,5,MO,Dealer
2023,Honda,Civic Sport,New,"$26,145 ",H23104,3,,,,,,,WI,Dealer
2022,Honda,CR-V EX,Used,"$32,493 ",62026A,6088,4.9,4.8,4.7,4.8,4.7,4.9,WI,Dealer
2023,Honda,CR-V EX-L,New,"$35,005 ",230021,10,5,5,5,4,4,5,LA,Dealer
2022,Honda,HR-V EX-L,New,"$29,340 ",HN26107,–,3.8,3.2,3.6,3.6,4.2,4.2,IL,Dealer
2023,Honda,CR-V EX-L,New,"$36,505 ",HN01353,–,5,5,5,4,4,5,IL,Dealer
2022,Honda,CR-V EX,Used,"$32,999 ",NE018896P,8112,4.9,4.8,4.7,4.8,4.7,4.9,WI,Dealer
2023,Honda,Passport TrailSport,New,"$44,895 ",40T437,5,,,,,,,IL,Dealer
2022,Honda,Accord Sport 1.5T,New,"$29,766 ",H21203,5,5,5,5,5,5,5,IL,Dealer
2023,Honda,Ridgeline RTL-E,New,"$44,525 ",PB010007,6,5,4.8,4.8,4.2,5,5,WI,Dealer
2023,Honda,Odyssey EX-L,New,"$41,855 ",30190,0,5,5,4,4,4,5,IL,Dealer
2023,Honda,Pilot TrailSport,New,"$51,845 ",P2175,1,,,,,,,IL,Dealer
2022,Honda,Ridgeline RTL,New,"$42,415 ",61648,14020,5,4.9,4.9,4.3,4.7,5,WI,Dealer
2020,Honda,Fit EX,Honda Certified,"$19,694 ",62301A,29148,4.7,4.6,4.7,4.8,4.5,4.8,WI,Dealer
2020,Honda,Civic EX,Honda Certified,"$24,035 ",W7045AA,29696,4.8,4.8,4.9,4.8,4.9,4.9,IN,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",H22783,10,5,5,5,5,5,5,AL,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,075 ",HAH221612,5,5,5,5,5,5,5,IN,Dealer
2023,Honda,CR-V EX,New,"$32,750 ",H01253,9,5,5,5,4,4,5,TN,Dealer
2022,Honda,Pilot Sport,New,"$41,770 ",421198,8,5,5,5,5,5,5,AL,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",421232,7,5,5,5,5,5,5,AL,Dealer
2022,Honda,Pilot Sport,New,"$41,770 ",421032,10,5,5,5,5,5,5,AL,Dealer
2007,Honda,Fit,Used,"$7,995 ",SN054747,89806,4.3,4.4,4.4,4.8,4.6,4.8,OH,Dealer
2023,Honda,HR-V EX-L,New,"$31,150 ",40576-43,–,4,5,4,5,5,5,OH,Dealer
2019,Honda,Insight LX,Used,"$20,897 ",LX8342A,58783,4.6,4.8,4.5,4.7,4.8,4.8,TN,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,075 ",NA111240,5,5,5,5,5,5,5,TN,Dealer
2022,Honda,Pilot Sport,New,"$41,770 ",NB104282,5,5,5,5,5,5,5,TN,Dealer
2015,Honda,CR-V Touring,Used,"$15,000 ",S9173W,123390,4.4,4.4,4.3,4.3,4.6,4.5,OH,Dealer
2023,Honda,Civic Si Base,New,"$30,050 ",23-0852,2,,,,,,,OH,Dealer
2020,Honda,Passport EX-L,Used,"$30,805 ",K8562T,31414,4.9,4.8,4.8,4.6,4.8,4.8,OH,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",Y324,3,5,5,5,5,5,5,NC,Dealer
2008,Honda,Civic LX,Used,"$7,488 ",12864,126984,4.2,4.4,4.3,4.5,4.5,4.7,OH,Dealer
2023,Honda,Civic Sport,New,"$25,745 ",H4120,4,,,,,,,NC,Dealer
2023,Honda,Pilot EX-L 7-Passenger,New,"$43,595 ",24313,5,,,,,,,NC,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",24152,5,5,3,4,4,5,5,NC,Dealer
2016,Honda,Accord EX-L,Used,"$21,036 ",GA023535,46335,4.8,4.7,4.7,4.7,4.8,4.8,FL,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",PH800786,3,5,3,4,4,5,5,FL,Dealer
2020,Honda,Passport EX-L,Used,"$27,990 ",112397,56996,4.9,4.8,4.8,4.6,4.8,4.8,PA,Dealer
2019,Honda,Accord Hybrid Base,Used,"$22,311 ",7002739,76035,4.5,4.5,3.9,3.9,4.6,4.4,NC,Dealer
1989,Honda,Prelude Si,Used,"$21,000 ",C1440,79755,4.3,4.7,4.6,4.9,5,4.7,NC,Dealer
2023,Honda,CR-V EX-L,New,"$40,440 ",Q10249,0,5,5,5,4,4,5,NC,Dealer
2020,Honda,Insight EX,Used,"$23,999 ",O377332,30451,4.5,4.8,4.5,4.8,4.9,5,FL,Dealer
2012,Honda,CR-V EX-L,Used,"$14,795 ",65073896,89782,4.5,4.5,4.4,4.6,4.5,4.7,NY,Dealer
2018,Honda,CR-V EX-L,Used,"$26,998 ",23513025,42082,4.8,4.7,4.7,4.6,4.7,4.7,FL,Dealer
2022,Honda,Pilot Sport,New,Not Priced,LH221324,1770,5,5,5,5,5,5,VA,Dealer
2022,Honda,Pilot Sport,New,"$41,770 ",NB104340,2,5,5,5,5,5,5,VA,Dealer
2022,Honda,Pilot Sport,New,"$41,770 ",HN12300,2,5,5,5,5,5,5,NC,Dealer
2022,Honda,Pilot Special Edition,New,"$44,600 ",NB104529,0,5,5,5,5,5,5,VA,Dealer
2022,Honda,Pilot Sport,New,"$41,375 ",NB100689,0,5,5,5,5,5,5,VA,Dealer
2022,Honda,Pilot Sport,New,"$41,770 ",NB087891,15,5,5,5,5,5,5,VA,Dealer
2022,Honda,Pilot Special Edition,New,"$44,205 ",40002-23,10,5,5,5,5,5,5,VA,Dealer
2023,Honda,Pilot Elite,New,"$53,720 ",PB001288,0,,,,,,,VA,Dealer
2023,Honda,Pilot Touring,New,"$49,895 ",PB006815,0,,,,,,,VA,Dealer
2022,Honda,Pilot EX-L,New,"$42,285 ",220146,0,5,5,5,5,5,5,VA,Dealer
2023,Honda,Pilot EX-L 8-Passenger,New,"$43,295 ",PB001050,0,,,,,,,VA,Dealer
2022,Honda,Pilot Sport,New,"$41,375 ",NB073589,5,5,5,5,5,5,5,VA,Dealer
2022,Honda,Pilot Sport,New,"$41,770 ",NB104646,5,5,5,5,5,5,5,VA,Dealer
2022,Honda,Pilot Sport,New,"$41,375 ",NB088457,0,5,5,5,5,5,5,VA,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$40,745 ",M3808048,–,5,3,4,4,5,5,MD,Dealer
2012,Honda,Crosstour EX-L,Used,"$11,991 ",FP453,148411,4.8,4.7,4.7,4.6,4.7,4.8,FL,Dealer
2022,Honda,CR-V Hybrid Touring,Used,"$37,799 ",XI1381W,13526,4.6,4.9,4.5,4.6,4.8,4.7,NY,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",2P5620,–,5,5,5,5,5,5,MD,Dealer
2022,Honda,Accord Sport SE,New,"$31,960 ",NA120504,5,5,5,5,5,5,5,MD,Dealer
2022,Honda,Odyssey EX-L,Used,"$39,500 ",15434P,13833,4.3,4.4,4.3,4.1,4.3,4.3,NC,Dealer
2022,Honda,Accord Sport 1.5T,New,"$29,470 ",W3025,2,5,5,5,5,5,5,PA,Dealer
2022,Honda,CR-V Touring,New,"$37,845 ",NE053538,3,4.9,4.8,4.7,4.8,4.7,4.9,FL,Dealer
2022,Honda,Civic Sport,New,"$24,315 ",A559956,5163,4.6,4.9,4.4,4.6,4.6,4.7,FL,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,420 ",PB010453,15,5,4.8,4.8,4.2,5,5,NJ,Dealer
2023,Honda,Civic Si SI,New,"$29,195 ",223139,1,,,,,,,NJ,Dealer
2023,Honda,CR-V EX-L,New,Not Priced,23133,3,5,5,5,4,4,5,NY,Dealer
2023,Honda,Civic Sport,New,"$26,145 ",230169,15,,,,,,,CT,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,075 ",220925,15,5,5,5,5,5,5,CT,Dealer
2023,Honda,CR-V EX,New,"$34,800 ",W300206,4,5,5,5,4,4,5,MA,Dealer
2019,Honda,Accord LX,Honda Certified,"$23,294 ",HU29025,36007,4.7,4.7,4.7,4.7,4.8,4.8,ME,Dealer
2014,Honda,Accord Plug-In Hybrid Base,Used,"$14,869 ",EC000635P,120387,4.6,4.8,4.6,4.6,4.6,5,CA,Dealer
2022,Honda,Pilot Sport,New,"$41,770 ",101924,2,5,5,5,5,5,5,CA,Dealer
2022,Honda,Civic EX-L,New,"$28,740 ",NE018834,15,4.6,4.9,4.4,4.6,4.6,4.7,CA,Dealer
2018,Honda,CR-V LX,Used,"$22,990 ",2002155209,55076,4.8,4.7,4.7,4.6,4.7,4.7,,
2023,Honda,Civic Sport,New,"$27,400 ",30441,–,,,,,,,CA,Dealer
2023,Honda,Civic EX-L,New,Not Priced,H30402,0,,,,,,,AZ,Dealer
2022,Honda,Pilot Special Edition,New,"$42,067 ",H22414,0,5,5,5,5,5,5,AZ,Dealer
2023,Honda,Odyssey Sport,New,"$43,050 ",46437,0,5,5,4,4,4,5,AZ,Dealer
2015,Honda,Civic EX,Used,"$12,495 ",A511353,111357,4.6,4.6,4.6,4.7,4.6,4.8,AZ,Dealer
2021,Honda,Accord Sport 1.5T,Used,"$28,000 ",21172,54684,4.9,4.8,4.8,4.8,4.9,4.8,OR,Dealer
2020,Honda,Pilot Elite,Honda Certified,"$40,972 ",P9606,21260,4.6,4.5,4.2,4.1,4.5,4.1,CO,Dealer
2023,Honda,Civic Sport,New,"$30,431 ",2C0181,12,,,,,,,CO,Dealer
2018,Honda,Ridgeline RTL-E,Used,"$32,998 ",37312ZA,51539,4.9,4.8,4.8,4.6,4.8,4.9,ID,Dealer
2023,Honda,Civic Touring,New,"$31,140 ",233019,10,,,,,,,WA,Dealer
2023,Honda,HR-V Sport,New,"$29,039 ",233895,–,4,5,4,5,5,5,WA,Dealer
2016,Honda,Odyssey SE,Used,"$21,999 ",GB090288STK,65000,4.8,4.6,4.7,4.6,4.7,4.8,WA,Dealer
2022,Honda,Ridgeline RTL-E,New,"$48,060 ",W7100,5,5,4.9,4.9,4.3,4.7,5,NE,Dealer
2023,Honda,CR-V EX-L,New,"$36,900 ",2090,2,5,5,5,4,4,5,KS,Dealer
2021,Honda,Civic Sport,Used,"$26,999 ",23M19,32974,4.6,4.7,4.7,4.6,4.8,4.6,KS,Dealer
2021,Honda,Odyssey EX,Used,"$33,988 ",X63363A,35806,5,5,4.9,4.8,4.8,5,TX,Dealer
2023,Honda,Pilot Touring,New,"$48,250 ",L000688,–,,,,,,,TX,Dealer
2023,Honda,Ridgeline RTL-E,New,"$47,895 ",H04894,2,5,4.8,4.8,4.2,5,5,TX,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",NA089364,5,5,5,5,5,5,5,TX,Dealer
2022,Honda,Accord Sport 1.5T,New,"$28,322 ",NA094695,24,5,5,5,5,5,5,TX,Dealer
2023,Honda,Civic Sport Touring,New,"$32,500 ",N1238,4,,,,,,,NE,Dealer
2020,Honda,HR-V LX,Used,"$22,495 ",K17326A,37793,4.7,4.8,4.7,4.8,4.8,4.7,SD,Dealer
2022,Honda,Pilot Sport,New,"$40,375 ",PI90845,12,5,5,5,5,5,5,KS,Dealer
2022,Honda,Odyssey Elite,New,"$50,390 ",N0496,2,4.3,4.4,4.3,4.1,4.3,4.3,MO,Dealer
2022,Honda,Insight EX,Honda Certified,"$30,946 ",E015062,18361,,,,,,,AR,Dealer
2022,Honda,Pilot TrailSport,New,"$47,038 ",NB100836,11,5,5,5,5,5,5,IA,Dealer
2022,Honda,CR-V Touring,New,"$39,729 ",NE050546,7,4.9,4.8,4.7,4.8,4.7,4.9,TX,Dealer
2023,Honda,HR-V Sport,New,"$29,040 ",6H230048,15,4,5,4,5,5,5,MN,Dealer
2022,Honda,Pilot Touring 7-Passenger,New,"$48,860 ",N5525,1,5,5,5,5,5,5,MN,Dealer
2023,Honda,HR-V Sport,New,"$29,040 ",Q3205,1,4,5,4,5,5,5,MN,Dealer
