id,id,year,make,model,condition,price,consumer_rating,comfort_rating,performance_rating,value_for_money_rating,reliability_rating,mileage,fuel_type,engine,state,seller_type
184,184,2022,Honda,HR-V LX,New,"$41,375",4.6,4,4,5,5,1,Gasoline,3.5L V6 24V GDI SOHC,IL,Dealer
185,185,2022,Honda,Accord Sport 1.5T,New,"$44,600",5,5,5,5,5,3,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
186,186,2022,Honda,HR-V EX-L,New,"$48,465",2.1,4,4,5,5,2,Gasoline,3.5L V6 24V GDI SOHC,TN,Dealer
187,187,2022,Honda,Accord Sport 1.5T,New,"$33,560",5,5,5,5,5,2,Gasoline,1.5L I4 16V GDI DOHC Turbo,OH,Dealer
188,188,2022,Honda,Pilot Touring 7-Passenger,New,"$32,465",5,5,5,5,5,9,Gasoline,1.5L I4 16V GDI DOHC Turbo,OH,Dealer
189,189,2022,Honda,Pilot Sport,New,"$41,770",5,5,5,5,5,21,Gasoline,3.5L V6 24V GDI SOHC,TN,Dealer
190,190,2022,Honda,CR-V Hybrid Sport Touring,New,"$38,550",5,5,4,4,5,10,Gasoline,2.0L I4 16V GDI DOHC Turbo,OH,Dealer
191,191,2022,Honda,Odyssey Touring,New,"$32,560",5,5,4,4,5,4,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,IN,Dealer
192,192,2022,Honda,Accord Sport 1.5T,New,"$41,770",5,5,5,5,5,533,Gasoline,3.5L V6 24V GDI SOHC,WV,Dealer
193,193,2017,Honda,Ridgeline RTL,Used,"$12,499",4.5,5,4.8,4.2,5,1,Gasoline,2.4L I4 16V GDI DOHC,KY,Dealer
194,194,2022,Honda,Accord Sport SE,New,"$42,000",5,5,5,5,5,10,Gasoline,3.5L V6 24V GDI SOHC,WV,Dealer
195,195,2022,Honda,CR-V EX-L,New,"$28,045",4.7,5,5,4,5,10,Gasoline,1.5L I4 16V GDI DOHC Turbo,TN,Dealer
196,196,2022,Honda,Accord Sport 2.0T,New,"$32,030",4.8,5,5,5,5,10,Gasoline,1.5L I4 16V GDI DOHC Turbo,WV,Dealer
197,197,2022,Honda,Accord Sport 1.5T,New,"$32,165",5,5,5,5,5,4,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,PA,Dealer
198,198,2022,Honda,CR-V Hybrid Sport,New,"$30,470",5,5,4,4,5,3,Gasoline,1.5L I4 16V GDI DOHC Turbo,IN,Dealer
199,199,2022,Honda,Ridgeline RTL-E,New,"$48,205",4.9,5,4.8,4.2,5,4,Gasoline,3.5L V6 24V GDI SOHC,PA,Dealer
200,200,2022,Honda,Accord Sport 2.0T,New,"$48,600",4.9,5,5,5,5,3,Gasoline,3.5L V6 24V GDI SOHC,IN,Dealer
201,201,2022,Honda,Ridgeline RTL-E,New,"$35,401",5,5,4.9,4.3,5,0,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,FL,Dealer
202,202,2022,Honda,CR-V EX-L,New,"$41,302",4.2,5,5,4,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
203,203,2022,Honda,Ridgeline RTL-E,New,"$53,165",4.8,5,4.8,4.2,5,10,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
204,204,2022,Honda,HR-V Sport,New,"$41,375",5,4,4,5,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
205,205,2022,Honda,CR-V Hybrid Sport,New,"$38,810",4.9,5,4,4,5,7,Gasoline,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,FL,Dealer
206,206,2022,Honda,CR-V EX,New,"$29,175",4.8,5,5,4,5,â€“,Gasoline,1.5L I4 16V GDI DOHC Turbo,OH,Dealer
207,207,2023,Honda,Accord Sport 2.0T,New,"$27,650",5,5,5,5,5,â€“,Gasoline,Regular Unleaded I-4 2.0 L/122,KY,Dealer
208,208,2022,Honda,Pilot Special Edition,New,"$41,375",4.9,5,5,5,5,6,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
209,209,2022,Honda,CR-V EX-L,New,"$53,560",4.2,5,5,4,5,3,Gasoline,3.5L V6 24V GDI SOHC,LA,Dealer
210,210,2022,Honda,Pilot Special Edition,New,"$53,165",4.8,5,5,5,5,5,Gasoline,3.5L V6 24V GDI SOHC,MI,Dealer
211,211,2023,Honda,Pilot Sport,New,"$50,915",5,5,5,5,5,2,Gasoline,Regular Unleaded V-6 3.5 L/212,VA,Dealer
212,212,2022,Honda,CR-V EX-L,New,"$40,500",4.8,5,5,4,5,2,Gasoline,3.5L V6 24V GDI SOHC,IA,Dealer
213,213,2022,Honda,Accord Hybrid Sport,New,"$44,205",5,4.9,5,4.9,5,20,Gasoline,3.5L V6 24V GDI SOHC,GA,Dealer
214,214,2022,Honda,Accord Sport 2.0T,New,"$46,500",4.2,5,5,5,5,81,Gasoline,3.5L V6 24V GDI SOHC,IN,Dealer
215,215,2022,Honda,Pilot Touring 8-Passenger,New,"$41,770",4.7,5,5,5,5,2,Gasoline,V6 Cylinder Engine,WI,Dealer
216,216,2022,Honda,Ridgeline Black Edition,New,"$32,560",4.7,5,4.8,4.2,5,0,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,VA,Dealer
217,217,2022,Honda,CR-V EX,New,"$32,055",4.7,5,5,4,5,3,Gasoline,1.5L I4 16V GDI DOHC Turbo,IN,Dealer
218,218,2022,Honda,Accord Sport 1.5T,New,"$41,770",3.4,5,5,5,5,3,Gasoline,3.5L V6 24V GDI SOHC,VA,Dealer
219,219,2022,Honda,CR-V Hybrid Sport Touring,New,"$41,605",5,5,4,4,5,4,Gasoline,3.5L V6 24V GDI SOHC,MI,Dealer
220,220,2022,Honda,Accord Hybrid Sport,New,"$44,600",5,4.9,5,4.9,5,0,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
221,221,2022,Honda,Accord Hybrid Sport,New,"$41,770",5,4.9,5,4.9,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,MD,Dealer
222,222,2022,Honda,Ridgeline RTL-E,New,"$31,565",5,5,4.9,4.3,5,23,Gasoline,1.5L I4 16V GDI DOHC Turbo,GA,Dealer
223,223,2022,Honda,CR-V Hybrid Sport Touring,New,"$41,770",5,5,4,4,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,MD,Dealer
224,224,2023,Honda,Odyssey Elite,New,"$48,005",5,5,4,4,5,â€“,Gasoline,Regular Unleaded V-6 3.5 L/212,OH,Dealer
225,225,2022,Honda,CR-V Hybrid Sport,New,"$43,000",5,5,4,4,5,0,Gasoline,3.5L V6 24V GDI SOHC,NC,Dealer
226,226,2022,Honda,CR-V Hybrid Sport Touring,New,"$48,105",4.7,5,4,4,5,0,Gasoline,3.5L V6 24V GDI SOHC,MI,Dealer
227,227,2022,Honda,Odyssey Touring,New,"$39,406",4.3,5,4,4,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
228,228,2022,Honda,CR-V Hybrid Sport,New,"$41,375",4.6,5,4,4,5,0,Gasoline,3.5L V6 24V GDI SOHC,NC,Dealer
229,229,2016,Honda,Accord Hybrid Sport,Used,"$22,998",4.7,4.9,5,4.9,5,20,Gasoline,2.4L I4 16V GDI DOHC,GA,Dealer
230,230,2022,Honda,CR-V EX-L,New,"$38,352",4.8,5,5,4,5,10,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
231,231,2022,Honda,Pilot Black Edition,New,"$46,500",3,5,5,5,5,6,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
232,232,2022,Honda,Ridgeline RTL,New,"$41,770",4.7,5,4.8,4.2,5,0,Gasoline,3.5L V6 24V GDI SOHC,MI,Dealer
233,233,2022,Honda,Odyssey EX-L,New,"$53,560",2.8,5,4,4,5,0,Gasoline,3.5L V6 24V GDI SOHC,PA,Dealer
234,234,2022,Honda,Pilot TrailSport,New,"$27,795",4.9,5,5,5,5,â€“,Gasoline,1.8L I4 16V MPFI SOHC,OH,Dealer
235,235,2022,Honda,Ridgeline RTL,New,"$46,500",4.6,5,4.8,4.2,5,0,Gasoline,3.5L V6 24V GDI SOHC,DE,Dealer
236,236,2022,Honda,Odyssey Elite,New,"$29,777",4.8,5,4,4,5,0,Gasoline,1.5L I4 16V GDI DOHC Turbo,MI,Dealer
237,237,2022,Honda,CR-V EX,New,"$39,038",4.3,5,5,4,5,0,Gasoline,3.5L V6 24V GDI SOHC,MI,Dealer
238,238,2022,Honda,Pilot Black Edition,New,"$50,500",2.9,5,5,5,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
239,239,2022,Honda,Accord Sport 1.5T,New,"$51,000",2.9,5,5,5,5,11,Gasoline,3.5L V6 24V GDI SOHC,NJ,Dealer
240,240,2022,Honda,Pilot EX-L,New,"$35,150",3.9,5,5,5,5,0,Gasoline,2.0L I4 16V GDI DOHC Turbo,MI,Dealer
241,241,2022,Honda,Accord Hybrid Sport,New,"$45,276",5,4.9,5,4.9,5,0,Gasoline,3.5L V6 24V GDI SOHC,GA,Dealer
242,242,2022,Honda,Pilot Elite,New,"$51,665",4.8,5,5,5,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
243,243,2022,Honda,Ridgeline Black Edition,New,"$42,301",4.5,5,4.9,4.3,5,7435,Gasoline,3.5L V6 24V GDI SOHC,NY,Dealer
244,244,2022,Honda,CR-V Hybrid Sport,New,"$39,995",5,5,4,4,5,2,Gasoline,V6 Cylinder Engine,OH,Dealer
245,245,2022,Honda,CR-V Hybrid Sport,New,"$41,375",4.2,5,4,4,5,15,Gasoline,3.5L V6 24V GDI SOHC,CT,Dealer
246,246,2022,Honda,Accord Hybrid Sport,New,"$47,620",4.9,4.9,5,4.9,5,5,Gasoline,V6 Cylinder Engine,GA,Dealer
247,247,2022,Honda,CR-V EX,New,"$46,105",3.4,5,5,4,5,7,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
248,248,2022,Honda,Passport EX-L,New,"$31,065",5,5,4.9,5,5,0,Gasoline,1.5L I4 16V GDI DOHC Turbo,MI,Dealer
249,249,2022,Honda,CR-V Hybrid Sport Touring,New,"$48,465",4.9,5,4,4,5,14,Gasoline,3.5L V6 24V GDI SOHC,CT,Dealer
250,250,2022,Honda,Pilot Elite,New,"$44,998",4.7,5,5,5,5,5303,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
251,251,2022,Honda,HR-V Sport,New,"$41,153",5,4,4,5,5,6,Gasoline,3.5L V6 24V GDI SOHC,MA,Dealer
252,252,2023,Honda,Accord Hybrid Sport,New,"$44,845",5,4.9,5,4.9,5,2,Gasoline,4 Cylinder Engine,GA,Dealer
253,253,2022,Honda,CR-V Hybrid Sport Touring,New,"$38,505",4.7,5,4,4,5,0,Gasoline,3.5L V6 24V GDI SOHC,GA,Dealer
254,254,2022,Honda,Pilot Sport,New,"$35,150",4.8,5,5,5,5,2,Gasoline,2.0L I4 16V GDI DOHC Turbo,MI,Dealer
255,255,2022,Honda,HR-V Sport,New,"$44,660",4.4,3.8,3.6,3.6,4.2,0,Gasoline,3.5L V6 24V GDI SOHC,MA,Dealer
256,256,2022,Honda,CR-V Hybrid Sport Touring,New,"$31,145",4.8,5,4,4,5,0,Gasoline,1.5L I4 16V GDI DOHC Turbo,GA,Dealer
257,257,2022,Honda,Passport Elite,New,"$44,600",4.7,5,4.9,5,5,169,Gasoline,3.5L V6 24V GDI SOHC,MI,Dealer
258,258,2022,Honda,Accord Hybrid Sport,New,"$41,605",5,4.9,5,4.9,5,7,Gasoline,3.5L V6 24V GDI SOHC,GA,Dealer
259,259,2022,Honda,Accord Sport 2.0T,New,"$44,660",5,5,5,5,5,5,Gasoline,3.5L V6 24V GDI SOHC,NH,Dealer
260,260,2022,Honda,Pilot Touring 7-Passenger,New,"$44,183",5,5,5,5,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,MI,Dealer
261,261,2022,Honda,Pilot TrailSport,New,"$28,988",4.7,5,5,5,5,10,Gasoline,1.5L I4 16V GDI DOHC Turbo,GA,Dealer
262,262,2022,Honda,Pilot Touring 7-Passenger,New,"$28,990",4.7,5,5,5,5,12,Gasoline,1.5L I4 16V GDI DOHC Turbo,MA,Dealer
263,263,2022,Honda,CR-V EX-L,New,"$30,470",5,5,5,4,5,168,Gasoline,1.5L I4 16V GDI DOHC Turbo,OH,Dealer
264,264,2022,Honda,Accord Sport 2.0T,New,"$46,500",5,5,5,5,5,4,Gasoline,3.5L V6 24V GDI SOHC,NC,Dealer
265,265,2022,Honda,Pilot Sport,New,"$42,047",5,5,5,5,5,0,Gasoline,3.5L V6 24V GDI SOHC,CA,Dealer
266,266,2022,Honda,CR-V Hybrid Sport Touring,New,"$48,859",5,5,4,4,5,5,Gasoline,V6 Cylinder Engine,GA,Dealer
267,267,2022,Honda,Pilot EX-L,New,"$39,079",5,5,5,5,5,5,Hybrid,4 Cylinder Engine,CA,Dealer
268,268,2022,Honda,CR-V Hybrid Sport Touring,New,"$40,841",4.8,5,4,4,5,4,Gasoline,3.5L V6 24V GDI SOHC,NC,Dealer
269,269,2022,Honda,CR-V Hybrid Sport Touring,New,"$29,485",4.7,5,4,4,5,3,Gasoline,1.5L I4 16V GDI DOHC Turbo,GA,Dealer
270,270,2023,Honda,Accord Hybrid Sport,New,"$50,764",4.4,4.9,5,4.9,5,2,Gasoline,V6 Cylinder Engine,CA,Dealer
271,271,2022,Honda,CR-V Hybrid Sport Touring,New,"$42,160",4.8,5,4,4,5,10,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
272,272,2023,Honda,Pilot Sport,New,"$46,420",4.8,5,5,5,5,11,Gasoline,Regular Unleaded V-6 3.5 L/212,AZ,Dealer
273,273,2022,Honda,Pilot Special Edition,New,"$27,039",4.6,5,5,5,5,2,Gasoline,4 Cylinder Engine,OH,Dealer
274,274,2022,Honda,Pilot EX-L,New,"$44,205",4.8,5,5,5,5,â€“,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
275,275,2023,Honda,CR-V EX-L,New,"$28,789",4.6,5,5,4,5,11,Gasoline,4 Cylinder Engine,AZ,Dealer
276,276,2022,Honda,Passport TrailSport,New,"$48,465",4.4,5,4.9,5,5,35,Gasoline,3.5L V6 24V GDI SOHC,NM,Dealer
277,277,2021,Honda,Ridgeline Black Edition,Used,"$26,950",4.3,5,4.8,4.2,5,4,Gasoline,1.5L I4 16V GDI DOHC Turbo,PA,Dealer
278,278,2022,Honda,Pilot Sport,New,"$30,470",5,5,5,5,5,2,Gasoline,1.5L I4 16V GDI DOHC Turbo,OH,Dealer
279,279,2022,Honda,Pilot Sport,New,"$44,205",4.5,5,5,5,5,3,Gasoline,3.5L V6 24V GDI SOHC,CO,Dealer
280,280,2022,Honda,Accord Sport 1.5T,Used,"$32,995",4.6,5,5,5,5,5,Gasoline,2.0L I4 16V GDI DOHC,FL,Dealer
281,281,2022,Honda,CR-V Hybrid Sport Touring,New,"$37,844",4.8,5,4,4,5,3,Gasoline,4 Cylinder Engine,OH,Dealer
282,282,2021,Honda,Passport Elite,Used,"$33,888",4.4,5,4.9,5,5,11,Gasoline,3.5L V6 24V GDI SOHC,WA,Dealer
283,283,2022,Honda,CR-V Hybrid Sport Touring,New,"$47,225",4.9,5,4,4,5,0,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
284,284,2017,Honda,CR-V Hybrid Sport Touring,Used,"$21,995",4.1,5,4,4,5,9,Gasoline,2.0L I4 16V MPFI DOHC,NC,Dealer
285,285,2022,Honda,CR-V Hybrid Sport,New,"$26,545",4.8,5,4,4,5,10,Gasoline,1.8L I4 16V MPFI SOHC,OH,Dealer
286,286,2020,Honda,Passport EX-L,Used,"$24,496",4.8,5,4.9,5,5,2812,Gasoline,3.5L V6 24V GDI SOHC,WA,Dealer
287,287,2022,Honda,Accord Sport 1.5T,New,"$39,375",5,5,5,5,5,6,Gasoline,3.5L V6 24V GDI SOHC,VA,Dealer
288,288,2022,Honda,Pilot Special Edition,New,"$41,375",5,5,5,5,5,6,Gasoline,3.5L V6 24V GDI SOHC,WA,Dealer
289,289,2019,Honda,Pilot TrailSport,Used,"$22,628",5,5,5,5,5,3,Gasoline,1.8L I4 16V MPFI SOHC,NC,Dealer
290,290,2022,Honda,Accord Sport 2.0T,New,"$41,375",5,5,5,5,5,9,Gasoline,3.5L V6 24V GDI SOHC,NC,Dealer
291,291,2022,Honda,Pilot Touring 8-Passenger,New,"$26,545",4.8,5,5,5,5,4,Gasoline,1.8L I4 16V MPFI SOHC,OK,Dealer
292,292,2011,Honda,Odyssey Elite,Used,"$12,000",5,5,4,4,5,1,Gasoline,1.8L I4 16V MPFI SOHC,VA,Dealer
293,293,2022,Honda,CR-V EX,New,"$46,860",4.9,5,5,4,5,0,Gasoline,3.5L V6 24V GDI SOHC,NC,Dealer
294,294,2022,Honda,Accord Sport 1.5T,Used,"$39,000",4.7,5,5,5,5,6,Gasoline,3.5L V6 24V GDI SOHC,VA,Dealer
295,295,2022,Honda,Accord Hybrid Touring,New,"$26,940",4.8,4.9,5,4.9,5,5,Gasoline,1.8L I4 16V MPFI SOHC,OK,Dealer
296,296,2019,Honda,Pilot Sport,Used,"$17,998",4.6,5,5,5,5,3,Gasoline,1.8L I4 16V MPFI SOHC,FL,Dealer
297,297,2020,Honda,Odyssey Elite,Used,"$32,988",4.2,5,4,4,5,0,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,OK,Dealer
298,298,2023,Honda,Pilot Touring 7-Passenger,New,"$35,745",4.9,5,5,5,5,10,Hybrid,4 Cylinder Engine,VA,Dealer
299,299,2021,Honda,CR-V Hybrid Sport Touring,Used,"$39,125",4.7,5,4,4,5,5,Gasoline,Regular Unleaded V-6 3.5 L/212,FL,Dealer
300,300,2023,Honda,Civic EX,New,"$50,350",4.7,4.6,4.4,4.6,4.7,1,Gasoline,V6 Cylinder Engine,OK,Dealer
301,301,2000,Honda,Odyssey EX-L,Used,"$19,500",4.7,5,4,4,5,10,Gasoline,2.0L I4 16V MPFI DOHC,VA,Dealer
302,302,2022,Honda,Pilot EX-L,New,"$42,687",4.6,5,5,5,5,6,Gasoline,3.5L V6 24V GDI SOHC,NC,Dealer
303,303,2021,Honda,HR-V Sport,Used,"$36,501",4.6,4,4,5,5,0,Gasoline,3.5L V6 24V GDI SOHC,OK,Dealer
304,304,2016,Honda,CR-V Hybrid Sport Touring,Used,"$27,500",4.6,5,4,4,5,14,Gasoline,3.5L V6 24V GDI SOHC,NC,Dealer
305,305,2022,Honda,Passport Elite,New,"$32,560",4.9,5,4.9,5,5,10,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,TX,Dealer
306,306,2017,Honda,Pilot EX-L,Used,"$26,879",4.6,5,5,5,5,6,Gasoline,3.5L V6 24V GDI SOHC,MD,Dealer
307,307,2022,Honda,Ridgeline RTL,New,"$42,780",4.6,5,4.8,4.2,5,5,Gasoline,3.5L V6 24V GDI SOHC,TX,Dealer
308,308,2019,Honda,Accord Hybrid Sport,Used,"$30,000",4.7,4.9,5,4.9,5,10,Gasoline,3.5L V6 24V GDI SOHC,NC,Dealer
309,309,2022,Honda,CR-V Hybrid Sport Touring,New,"$32,560",5,5,4,4,5,2,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,TX,Dealer
310,310,2016,Honda,Ridgeline RTL-E,Used,"$16,995",4.8,5,4.8,4.2,5,15,Gasoline,2.4L I4 16V GDI DOHC,MD,Dealer
311,311,2019,Honda,Pilot Touring 7-Passenger,Used,"$33,501",4.9,5,5,5,5,13,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
312,312,2022,Honda,HR-V EX-L,New,"$46,500",5,4,4,5,5,5,Gasoline,3.5L V6 24V GDI SOHC,TX,Dealer
313,313,2016,Honda,Passport EX-L,Used,"$19,989",4.4,5,4.9,5,5,0,Gasoline,3.5L V6 24V GDI SOHC,NC,Dealer
314,314,2022,Honda,Pilot Sport,New,"$41,770",5,5,5,5,5,200,Gasoline,3.5L V6 24V GDI SOHC,MO,Dealer
315,315,2022,Honda,Accord Hybrid Sport,New,"$33,955",5,4.9,5,4.9,5,â€“,Gasoline,1.5L I4 16V GDI DOHC Turbo,MD,Dealer
316,316,2022,Honda,Passport EX-L,Used,"$32,991",4.5,5,4.9,5,5,0,Gasoline,2.0L I4 16V GDI DOHC Turbo,NC,Dealer
317,317,2022,Honda,Accord LX,New,"$41,770",5,4.8,4.8,4.8,4.9,86667,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
318,318,2018,Honda,Pilot TrailSport,Used,"$19,783",2.7,5,5,5,5,4,Gasoline,1.8L I4 16V MPFI SOHC,NC,Dealer
319,319,2022,Honda,Accord Hybrid Sport,New,"$44,000",5,4.9,5,4.9,5,0,Gasoline,3.5L V6 24V GDI SOHC,NC,Dealer
320,320,2022,Honda,CR-V LX,New,"$29,325",5,4.9,4.7,4.8,4.9,10,Gasoline,1.5L I4 16V GDI DOHC Turbo,FL,Dealer
321,321,2022,Honda,Pilot Black Edition,New,"$48,465",5,5,5,5,5,6,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
322,322,2022,Honda,Pilot Sport,New,"$43,296",4.5,5,5,5,5,25,Gasoline,3.5L V6 24V GDI SOHC,MO,Dealer
323,323,2021,Honda,Ridgeline RTL,Used,"$39,975",4.9,5,4.8,4.2,5,4,Gasoline,Regular Unleaded V-6 3.5 L/212,PA,Dealer
324,324,2022,Honda,Pilot Touring 7-Passenger,New,"$32,470",4.7,5,5,5,5,10,Gasoline,1.5L I4 16V GDI DOHC Turbo,TX,Dealer
325,325,2020,Honda,CR-V EX-L,Honda Certified,"$35,891",5,5,5,4,5,4,Gasoline,3.5L V6 24V GDI SOHC,PA,Dealer
326,326,2022,Honda,Accord Touring,New,"$41,765",4.8,5,5,5,5,0,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
327,327,2022,Honda,Accord Hybrid Sport,Used,"$29,454",4.7,4.9,5,4.9,5,0,Hybrid,1.5L I4 16V MPFI DOHC Hybrid,MN,Dealer
328,328,2022,Honda,Accord Hybrid Sport,New,"$44,205",5,4.9,5,4.9,5,0,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
329,329,2020,Honda,Accord Hybrid Sport,Used,"$32,200",4.9,4.9,5,4.9,5,0,Gasoline,1.5L I4 16V GDI DOHC Turbo,MN,Dealer
330,330,2022,Honda,Pilot TrailSport,New,"$46,465",4.5,5,5,5,5,11,Gasoline,3.5L V6 24V GDI SOHC,IA,Dealer
331,331,2021,Honda,Pilot Sport,Used,"$28,250",4.3,5,5,5,5,10,Gasoline,1.5L I4 16V GDI DOHC Turbo,FL,Dealer
332,332,2022,Honda,Pilot Black Edition,New,"$48,860",5,5,5,5,5,14,Gasoline,3.5L V6 24V GDI SOHC,VA,Dealer
333,333,2022,Honda,Odyssey Elite,New,"$30,075",5,5,4,4,5,10,Gasoline,1.5L I4 16V GDI DOHC Turbo,NJ,Dealer
334,334,2022,Honda,CR-V EX-L,Used,"$36,890",4.1,5,5,4,5,5,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,NY,Dealer
335,335,2009,Honda,Pilot Black Edition,Used,"$23,997",4.7,5,5,5,5,5,Gasoline,2.4L I4 16V MPFI DOHC,FL,Dealer
336,336,2022,Honda,Pilot TrailSport,New,"$44,000",4.6,5,5,5,5,14,Gasoline,3.5L V6 24V GDI SOHC,VA,Dealer
337,337,2022,Honda,CR-V EX,New,"$44,000",5,4.9,4.7,4.8,4.9,2,Gasoline,3.5L V6 24V GDI SOHC,CT,Dealer
338,338,2020,Honda,CR-V EX,Used,"$44,820",4.7,5,5,4,5,5,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
339,339,2023,Honda,Pilot Sport,New,"$36,505",4.7,5,5,5,5,1,Gasoline,4 Cylinder Engine,VA,Dealer
340,340,2022,Honda,Accord Sport 1.5T,New,"$44,600",4.7,5,5,5,5,5471,Gasoline,V6 Cylinder Engine,CT,Dealer
341,341,2022,Honda,CR-V Hybrid Sport Touring,New,"$30,470",4.7,5,4,4,5,3,Gasoline,1.5L I4 16V GDI DOHC Turbo,VT,Dealer
342,342,2022,Honda,Pilot TrailSport,New,"$44,000",5,5,5,5,5,4,Gasoline,3.5L V6 24V GDI SOHC,VA,Dealer
343,343,2022,Honda,Ridgeline RTL-E,New,"$41,770",4.8,5,4.8,4.2,5,5,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
344,344,2016,Honda,Passport EX-L,Used,"$27,998",4.6,5,4.9,5,5,2750,Gasoline,3.5L V6 24V GDI SOHC,VA,Dealer
345,345,2022,Honda,CR-V Hybrid Sport Touring,New,"$42,000",5,5,4,4,5,8,Gasoline,3.5L V6 24V GDI SOHC,CT,Dealer
346,346,2022,Honda,CR-V EX-L,New,"$43,770",4.7,5,5,4,5,2,Gasoline,3.5L V6 24V GDI SOHC,NC,Dealer
347,347,2023,Honda,Passport TrailSport,New,"$40,240",4.4,5,4.9,5,5,6,Hybrid,4 Cylinder Engine,MA,Dealer
348,348,2015,Honda,Passport TrailSport,Used,"$15,898",4.4,5,4.9,5,5,0,Gasoline,3.5L V6 24V MPFI SOHC,NC,Dealer
349,349,2023,Honda,HR-V Sport,New,"$45,395",4.8,3.8,3.6,3.6,4.2,21047,Gasoline,Premium Unleaded V-6 3.5 L/212,MA,Dealer
350,350,2022,Honda,Passport TrailSport,New,"$30,470",4.8,5,4.9,5,5,10,Gasoline,1.5L I4 16V GDI DOHC Turbo,VA,Dealer
351,351,2022,Honda,Passport TrailSport,New,"$30,950",4.7,5,4.9,5,5,2381,Gasoline,1.5L I4 16V GDI DOHC Turbo,VA,Dealer
352,352,2022,Honda,CR-V EX-L,New,"$45,895",4.4,5,5,4,5,6,Gasoline,3.5L V6 24V GDI SOHC,MA,Dealer
353,353,2022,Honda,Passport TrailSport,New,"$44,881",4.9,5,4.9,5,5,12,Gasoline,3.5L V6 24V GDI SOHC,MD,Dealer
354,354,2021,Honda,HR-V EX,Used,"$43,543",4.9,3.8,3.6,3.6,4.2,6614,Gasoline,3.5L V6 24V GDI SOHC,MA,Dealer
355,355,2022,Honda,Pilot TrailSport,New,"$44,600",5,5,5,5,5,10,Gasoline,3.5L V6 24V GDI SOHC,MA,Dealer
356,356,2009,Honda,CR-V EX-L,Used,"$9,995",4.4,5,5,4,5,15,Gasoline,2.4L I4 16V MPFI DOHC,FL,Dealer
357,357,2022,Honda,Passport Elite,New,"$45,760",5,5,4.9,5,5,1,Gasoline,3.5L V6 24V GDI SOHC,MA,Dealer
358,358,2022,Honda,HR-V Sport,New,"$44,265",5,4,4,5,5,3,Gasoline,3.5L V6 24V GDI SOHC,VA,Dealer
359,359,2022,Honda,Ridgeline RTL,New,"$31,960",5,5,4.8,4.2,5,11,Gasoline,4 Cylinder Engine,CA,Dealer
360,360,2019,Honda,CR-V Hybrid Sport,Used,"$35,844",4.8,5,4,4,5,3,Gasoline,2.0L I4 16V GDI DOHC Turbo,CA,Dealer
361,361,2022,Honda,Civic Si Base,New,"$47,260",4.4,4.2,4.5,4.2,5,3,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
362,362,2022,Honda,Civic LX,New,"$30,470",5,4.3,4.4,4.6,4.8,45958,Gasoline,4 Cylinder Engine,CA,Dealer
363,363,2023,Honda,Pilot Sport,New,"$40,395",4.4,5,5,5,5,2,Hybrid,4 Cylinder Engine,CA,Dealer
364,364,2021,Honda,CR-V EX,Used,"$32,500",4.3,4.9,4.7,4.8,4.9,11,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
365,365,2022,Honda,Accord EX-L,New,"$30,075",5,4.9,4.8,4.8,4.8,19130,Gasoline,1.5L I4 16V GDI DOHC Turbo,CA,Dealer
